id,date,time,name,size,type,price,day_name
174,2015-01-02,12:10,mediterraneo,L,veggie,20.25,Friday
175,2015-01-02,12:21,hawaiian,L,classic,16.5,Friday
176,2015-01-02,12:21,ital_veggie,L,veggie,21.0,Friday
177,2015-01-02,12:21,spicy_ital,L,supreme,20.75,Friday
178,2015-01-02,12:21,big_meat,S,classic,12.0,Friday
179,2015-01-02,12:22,hawaiian,M,classic,13.25,Friday
180,2015-01-02,12:22,bbq_ckn,M,chicken,16.75,Friday
181,2015-01-02,12:28,classic_dlx,S,classic,12.0,Friday
182,2015-01-02,12:28,spicy_ital,L,supreme,20.75,Friday
183,2015-01-02,12:28,spicy_ital,L,supreme,20.75,Friday
184,2015-01-02,12:28,thai_ckn,S,chicken,12.75,Friday
185,2015-01-02,12:28,four_cheese,L,veggie,17.95,Friday
186,2015-01-02,12:28,ital_cpcllo,M,classic,16.0,Friday
187,2015-01-02,12:28,spicy_ital,L,supreme,20.75,Friday
188,2015-01-02,12:28,big_meat,S,classic,12.0,Friday
189,2015-01-02,12:29,ital_cpcllo,L,classic,20.5,Friday
190,2015-01-02,12:29,thai_ckn,L,chicken,20.75,Friday
191,2015-01-02,12:29,pep_msh_pep,S,classic,11.0,Friday
192,2015-01-02,12:35,pepperoni,S,classic,9.75,Friday
193,2015-01-02,12:35,thai_ckn,M,chicken,16.75,Friday
194,2015-01-02,12:40,thai_ckn,L,chicken,20.75,Friday
195,2015-01-02,12:45,spicy_ital,L,supreme,20.75,Friday
196,2015-01-02,12:45,big_meat,S,classic,12.0,Friday
197,2015-01-02,12:45,cali_ckn,M,chicken,16.75,Friday
198,2015-01-02,12:45,veggie_veg,M,veggie,16.0,Friday
199,2015-01-02,12:53,southw_ckn,S,chicken,12.75,Friday
200,2015-01-02,13:13,pepperoni,L,classic,15.25,Friday
201,2015-01-02,13:34,classic_dlx,S,classic,12.0,Friday
202,2015-01-02,13:34,classic_dlx,M,classic,16.0,Friday
203,2015-01-02,13:34,ital_supr,L,supreme,20.75,Friday
204,2015-01-02,13:34,the_greek,M,classic,16.0,Friday
205,2015-01-02,13:40,hawaiian,L,classic,16.5,Friday
206,2015-01-02,14:01,mexicana,M,veggie,16.0,Friday
207,2015-01-02,14:01,ital_cpcllo,M,classic,16.0,Friday
208,2015-01-02,14:01,spinach_supr,S,supreme,12.5,Friday
209,2015-01-02,14:01,spinach_supr,L,supreme,20.75,Friday
210,2015-01-02,14:10,five_cheese,L,veggie,18.5,Friday
211,2015-01-02,14:30,thai_ckn,L,chicken,20.75,Friday
212,2015-01-02,14:30,soppressata,L,supreme,20.75,Friday
213,2015-01-02,15:08,thai_ckn,S,chicken,12.75,Friday
214,2015-01-02,15:08,sicilian,L,supreme,20.25,Friday
215,2015-01-02,15:14,bbq_ckn,L,chicken,20.75,Friday
216,2015-01-02,15:14,pepperoni,S,classic,9.75,Friday
217,2015-01-02,15:14,bbq_ckn,L,chicken,20.75,Friday
218,2015-01-02,15:14,ckn_pesto,S,chicken,12.75,Friday
219,2015-01-02,15:17,spinach_fet,S,veggie,12.0,Friday
220,2015-01-02,15:17,ital_supr,M,supreme,16.5,Friday
221,2015-01-02,15:17,peppr_salami,M,supreme,16.5,Friday
222,2015-01-02,15:17,bbq_ckn,M,chicken,16.75,Friday
223,2015-01-02,15:17,spinach_supr,S,supreme,12.5,Friday
224,2015-01-02,15:17,the_greek,M,classic,16.0,Friday
225,2015-01-02,15:17,ital_supr,L,supreme,20.75,Friday
226,2015-01-02,15:17,pepperoni,M,classic,12.5,Friday
227,2015-01-02,15:17,ital_veggie,S,veggie,12.75,Friday
228,2015-01-02,15:17,the_greek,M,classic,16.0,Friday
229,2015-01-02,15:29,sicilian,M,supreme,16.25,Friday
230,2015-01-02,16:17,ital_cpcllo,M,classic,16.0,Friday
231,2015-01-02,16:17,southw_ckn,S,chicken,12.75,Friday
232,2015-01-02,16:18,peppr_salami,L,supreme,20.75,Friday
233,2015-01-02,16:18,napolitana,S,classic,12.0,Friday
234,2015-01-02,16:21,napolitana,S,classic,12.0,Friday
235,2015-01-02,16:45,big_meat,S,classic,12.0,Friday
236,2015-01-02,17:18,napolitana,L,classic,20.5,Friday
237,2015-01-02,17:18,classic_dlx,L,classic,20.5,Friday
238,2015-01-02,17:45,ital_supr,L,supreme,20.75,Friday
239,2015-01-02,17:46,hawaiian,L,classic,16.5,Friday
240,2015-01-02,17:51,soppressata,L,supreme,20.75,Friday
241,2015-01-02,17:51,cali_ckn,L,chicken,20.75,Friday
242,2015-01-02,17:51,pepperoni,L,classic,15.25,Friday
243,2015-01-02,17:51,spicy_ital,M,supreme,16.5,Friday
244,2015-01-02,17:54,prsc_argla,S,supreme,12.5,Friday
245,2015-01-02,17:54,bbq_ckn,S,chicken,12.75,Friday
246,2015-01-02,18:02,spinach_supr,S,supreme,12.5,Friday
247,2015-01-02,18:02,veggie_veg,L,veggie,20.25,Friday
248,2015-01-02,18:02,bbq_ckn,M,chicken,16.75,Friday
249,2015-01-02,18:02,ital_veggie,M,veggie,16.75,Friday
250,2015-01-02,18:02,ckn_alfredo,M,chicken,16.75,Friday
251,2015-01-02,18:12,hawaiian,S,classic,10.5,Friday
252,2015-01-02,18:12,hawaiian,S,classic,10.5,Friday
253,2015-01-02,18:12,prsc_argla,M,supreme,16.5,Friday
254,2015-01-02,18:12,pepperoni,L,classic,15.25,Friday
255,2015-01-02,18:12,spicy_ital,L,supreme,20.75,Friday
256,2015-01-02,18:12,mexicana,L,veggie,20.25,Friday
257,2015-01-02,18:25,ital_supr,M,supreme,16.5,Friday
258,2015-01-02,18:25,cali_ckn,L,chicken,20.75,Friday
259,2015-01-02,18:25,veggie_veg,L,veggie,20.25,Friday
260,2015-01-02,18:25,spicy_ital,L,supreme,20.75,Friday
261,2015-01-02,18:25,hawaiian,L,classic,16.5,Friday
262,2015-01-02,18:25,classic_dlx,L,classic,20.5,Friday
263,2015-01-02,18:25,spinach_supr,L,supreme,20.75,Friday
264,2015-01-02,18:27,prsc_argla,L,supreme,20.75,Friday
265,2015-01-02,18:27,pepperoni,M,classic,12.5,Friday
266,2015-01-02,18:27,ital_cpcllo,L,classic,20.5,Friday
267,2015-01-02,18:27,ital_supr,L,supreme,20.75,Friday
268,2015-01-02,18:36,soppressata,L,supreme,20.75,Friday
269,2015-01-02,18:36,napolitana,L,classic,20.5,Friday
270,2015-01-02,18:36,big_meat,S,classic,12.0,Friday
271,2015-01-02,18:36,spicy_ital,S,supreme,12.5,Friday
272,2015-01-02,18:38,cali_ckn,M,chicken,16.75,Friday
273,2015-01-02,18:38,spin_pesto,L,veggie,20.75,Friday
274,2015-01-02,18:38,pepperoni,M,classic,12.5,Friday
275,2015-01-02,18:38,five_cheese,L,veggie,18.5,Friday
276,2015-01-02,18:41,pepperoni,S,classic,9.75,Friday
277,2015-01-02,18:50,cali_ckn,L,chicken,20.75,Friday
278,2015-01-02,18:50,southw_ckn,M,chicken,16.75,Friday
279,2015-01-02,18:50,mexicana,L,veggie,20.25,Friday
280,2015-01-02,18:59,pepperoni,L,classic,15.25,Friday
281,2015-01-02,18:59,sicilian,S,supreme,12.25,Friday
282,2015-01-02,19:05,thai_ckn,M,chicken,16.75,Friday
283,2015-01-02,19:05,big_meat,S,classic,12.0,Friday
284,2015-01-02,19:05,napolitana,L,classic,20.5,Friday
285,2015-01-02,19:18,five_cheese,L,veggie,18.5,Friday
286,2015-01-02,19:23,peppr_salami,M,supreme,16.5,Friday
287,2015-01-02,19:23,sicilian,L,supreme,20.25,Friday
288,2015-01-02,19:26,prsc_argla,L,supreme,20.75,Friday
289,2015-01-02,19:26,spinach_fet,S,veggie,12.0,Friday
290,2015-01-02,19:32,four_cheese,M,veggie,14.75,Friday
291,2015-01-02,19:35,spinach_fet,L,veggie,20.25,Friday
292,2015-01-02,19:35,hawaiian,S,classic,10.5,Friday
293,2015-01-02,19:35,classic_dlx,S,classic,12.0,Friday
294,2015-01-02,19:38,sicilian,L,supreme,20.25,Friday
295,2015-01-02,19:38,bbq_ckn,M,chicken,16.75,Friday
296,2015-01-02,19:38,southw_ckn,L,chicken,20.75,Friday
297,2015-01-02,19:38,four_cheese,L,veggie,17.95,Friday
298,2015-01-02,19:50,ital_supr,M,supreme,16.5,Friday
299,2015-01-02,20:12,ital_cpcllo,S,classic,12.0,Friday
300,2015-01-02,20:12,bbq_ckn,S,chicken,12.75,Friday
301,2015-01-02,20:12,the_greek,S,classic,12.0,Friday
302,2015-01-02,20:12,sicilian,L,supreme,20.25,Friday
303,2015-01-02,20:12,spicy_ital,L,supreme,20.75,Friday
304,2015-01-02,20:31,the_greek,XL,classic,25.5,Friday
305,2015-01-02,20:53,veggie_veg,L,veggie,20.25,Friday
306,2015-01-02,20:58,pepperoni,M,classic,12.5,Friday
307,2015-01-02,21:05,spicy_ital,S,supreme,12.5,Friday
308,2015-01-02,21:13,big_meat,S,classic,12.0,Friday
309,2015-01-02,21:13,the_greek,M,classic,16.0,Friday
310,2015-01-02,21:14,mexicana,M,veggie,16.0,Friday
311,2015-01-02,21:14,southw_ckn,S,chicken,12.75,Friday
312,2015-01-02,21:14,ital_cpcllo,L,classic,20.5,Friday
313,2015-01-02,21:14,hawaiian,S,classic,10.5,Friday
314,2015-01-02,21:33,spinach_supr,S,supreme,12.5,Friday
315,2015-01-02,21:33,five_cheese,L,veggie,18.5,Friday
316,2015-01-02,21:33,green_garden,S,veggie,12.0,Friday
317,2015-01-02,21:33,ckn_pesto,L,chicken,20.75,Friday
318,2015-01-02,21:42,pepperoni,S,classic,9.75,Friday
319,2015-01-02,22:00,bbq_ckn,L,chicken,20.75,Friday
320,2015-01-02,22:00,hawaiian,L,classic,16.5,Friday
321,2015-01-02,22:00,the_greek,S,classic,12.0,Friday
322,2015-01-02,22:13,southw_ckn,L,chicken,20.75,Friday
323,2015-01-02,22:13,spinach_supr,S,supreme,12.5,Friday
324,2015-01-02,22:13,big_meat,S,classic,12.0,Friday
325,2015-01-02,22:29,veggie_veg,L,veggie,20.25,Friday
326,2015-01-02,22:32,peppr_salami,S,supreme,12.5,Friday
327,2015-01-02,22:32,five_cheese,L,veggie,18.5,Friday
328,2015-01-03,11:34,mediterraneo,L,veggie,20.25,Saturday
329,2015-01-03,11:34,spicy_ital,M,supreme,16.5,Saturday
330,2015-01-03,11:34,pepperoni,S,classic,9.75,Saturday
331,2015-01-03,11:44,ital_veggie,L,veggie,21.0,Saturday
332,2015-01-03,11:44,sicilian,M,supreme,16.25,Saturday
333,2015-01-03,11:44,four_cheese,L,veggie,17.95,Saturday
334,2015-01-03,11:44,cali_ckn,M,chicken,16.75,Saturday
335,2015-01-03,11:57,five_cheese,L,veggie,18.5,Saturday
336,2015-01-03,12:26,veggie_veg,M,veggie,16.0,Saturday
337,2015-01-03,12:26,prsc_argla,S,supreme,12.5,Saturday
338,2015-01-03,13:16,classic_dlx,M,classic,16.0,Saturday
339,2015-01-03,13:33,green_garden,M,veggie,16.0,Saturday
340,2015-01-03,13:41,pepperoni,L,classic,15.25,Saturday
341,2015-01-03,13:41,mexicana,M,veggie,16.0,Saturday
342,2015-01-03,13:41,classic_dlx,S,classic,12.0,Saturday
343,2015-01-03,13:41,thai_ckn,L,chicken,20.75,Saturday
344,2015-01-03,13:41,cali_ckn,S,chicken,12.75,Saturday
345,2015-01-03,13:41,prsc_argla,S,supreme,12.5,Saturday
346,2015-01-03,13:41,veggie_veg,M,veggie,16.0,Saturday
347,2015-01-03,13:41,hawaiian,L,classic,16.5,Saturday
348,2015-01-03,13:44,five_cheese,L,veggie,18.5,Saturday
349,2015-01-03,13:44,veggie_veg,L,veggie,20.25,Saturday
350,2015-01-03,13:44,southw_ckn,S,chicken,12.75,Saturday
351,2015-01-03,13:44,thai_ckn,M,chicken,16.75,Saturday
352,2015-01-03,13:44,bbq_ckn,M,chicken,16.75,Saturday
353,2015-01-03,13:44,four_cheese,L,veggie,17.95,Saturday
354,2015-01-03,13:44,bbq_ckn,M,chicken,16.75,Saturday
355,2015-01-03,13:44,bbq_ckn,M,chicken,16.75,Saturday
356,2015-01-03,13:44,big_meat,S,classic,12.0,Saturday
357,2015-01-03,13:44,spicy_ital,L,supreme,20.75,Saturday
358,2015-01-03,13:44,cali_ckn,L,chicken,20.75,Saturday
359,2015-01-03,13:44,pep_msh_pep,S,classic,11.0,Saturday
360,2015-01-03,13:44,southw_ckn,L,chicken,20.75,Saturday
361,2015-01-03,13:44,ckn_pesto,M,chicken,16.75,Saturday
362,2015-01-03,13:53,the_greek,S,classic,12.0,Saturday
363,2015-01-03,14:22,cali_ckn,L,chicken,20.75,Saturday
364,2015-01-03,14:22,four_cheese,M,veggie,14.75,Saturday
365,2015-01-03,14:22,hawaiian,M,classic,13.25,Saturday
366,2015-01-03,14:32,the_greek,XL,classic,25.5,Saturday
367,2015-01-03,14:40,mediterraneo,S,veggie,12.0,Saturday
368,2015-01-03,14:48,spinach_fet,M,veggie,16.0,Saturday
369,2015-01-03,14:49,pepperoni,M,classic,12.5,Saturday
370,2015-01-03,15:09,spinach_supr,S,supreme,12.5,Saturday
371,2015-01-03,15:09,southw_ckn,L,chicken,20.75,Saturday
372,2015-01-03,15:09,the_greek,M,classic,16.0,Saturday
373,2015-01-03,15:09,thai_ckn,S,chicken,12.75,Saturday
374,2015-01-03,15:09,spinach_fet,L,veggie,20.25,Saturday
375,2015-01-03,15:09,hawaiian,S,classic,10.5,Saturday
376,2015-01-03,15:16,mexicana,M,veggie,16.0,Saturday
377,2015-01-03,15:22,prsc_argla,S,supreme,12.5,Saturday
378,2015-01-03,15:28,pepperoni,L,classic,15.25,Saturday
379,2015-01-03,15:28,ckn_pesto,S,chicken,12.75,Saturday
380,2015-01-03,15:28,napolitana,L,classic,20.5,Saturday
381,2015-01-03,15:28,peppr_salami,L,supreme,20.75,Saturday
382,2015-01-03,15:42,thai_ckn,L,chicken,20.75,Saturday
383,2015-01-03,15:42,napolitana,M,classic,16.0,Saturday
384,2015-01-03,15:43,sicilian,M,supreme,16.25,Saturday
385,2015-01-03,15:43,spin_pesto,M,veggie,16.5,Saturday
386,2015-01-03,15:43,mediterraneo,M,veggie,16.0,Saturday
387,2015-01-03,15:43,ital_supr,L,supreme,20.75,Saturday
388,2015-01-03,15:54,thai_ckn,M,chicken,16.75,Saturday
389,2015-01-03,15:54,ital_veggie,M,veggie,16.75,Saturday
390,2015-01-03,15:59,thai_ckn,M,chicken,16.75,Saturday
391,2015-01-03,15:59,four_cheese,L,veggie,17.95,Saturday
392,2015-01-03,16:35,classic_dlx,M,classic,16.0,Saturday
393,2015-01-03,16:43,hawaiian,S,classic,10.5,Saturday
394,2015-01-03,16:43,the_greek,XL,classic,25.5,Saturday
395,2015-01-03,16:43,spicy_ital,M,supreme,16.5,Saturday
396,2015-01-03,16:51,big_meat,S,classic,12.0,Saturday
397,2015-01-03,16:54,the_greek,M,classic,16.0,Saturday
398,2015-01-03,16:54,hawaiian,M,classic,13.25,Saturday
399,2015-01-03,16:54,pepperoni,L,classic,15.25,Saturday
400,2015-01-03,16:56,pepperoni,M,classic,12.5,Saturday
401,2015-01-03,16:56,cali_ckn,L,chicken,20.75,Saturday
402,2015-01-03,16:57,prsc_argla,M,supreme,16.5,Saturday
403,2015-01-03,16:58,prsc_argla,S,supreme,12.5,Saturday
404,2015-01-03,17:00,bbq_ckn,L,chicken,20.75,Saturday
405,2015-01-03,17:00,pepperoni,M,classic,12.5,Saturday
406,2015-01-03,17:00,ital_supr,M,supreme,16.5,Saturday
407,2015-01-03,17:02,veggie_veg,M,veggie,16.0,Saturday
408,2015-01-03,17:02,big_meat,S,classic,12.0,Saturday
409,2015-01-03,17:15,sicilian,M,supreme,16.25,Saturday
410,2015-01-03,17:15,four_cheese,L,veggie,17.95,Saturday
411,2015-01-03,17:15,ital_cpcllo,S,classic,12.0,Saturday
412,2015-01-03,17:21,hawaiian,L,classic,16.5,Saturday
